train_id,station,expected_arrival,actual_arrival
BART022,DALY,2026-04-25 14:00:00,2026-04-25 14:05:28
BART023,DUBLIN,2026-04-25 13:15:00,2026-04-25 13:15:12
BART023,W DUB,2026-04-25 13:18:00,2026-04-25 13:18:05
BART023,CVLY,2026-04-25 13:29:00,2026-04-25 13:29:25
BART023,BFAIR,2026-04-25 13:33:00,2026-04-25 13:33:43
BART023,SLEAN,2026-04-25 13:37:00,2026-04-25 13:37:37
BART023,COLIS,2026-04-25 13:41:00,2026-04-25 13:41:35
BART023,FRTVL,2026-04-25 13:45:00,2026-04-25 13:45:28
BART023,LAKEM,2026-04-25 13:49:00,2026-04-25 13:49:46
BART023,W OAK,2026-04-25 13:55:00,2026-04-25 13:55:39
BART023,EMBAR,2026-04-25 14:02:00,2026-04-25 14:02:52
BART023,MONTG,2026-04-25 14:03:00,2026-04-25 14:04:23
BART023,POWEL,2026-04-25 14:05:00,2026-04-25 14:06:54
BART023,CIVIC,2026-04-25 14:07:00,2026-04-25 14:09:31
BART023,16ST,2026-04-25 14:09:00,2026-04-25 14:11:43
BART023,24ST,2026-04-25 14:11:00,2026-04-25 14:13:43
BART023,GLNPK,2026-04-25 14:14:00,2026-04-25 14:17:15
BART023,BALPK,2026-04-25 14:16:00,2026-04-25 14:20:07
BART023,DALY,2026-04-25 14:20:00,2026-04-25 14:24:05
BART024,DUBLIN,2026-04-25 13:35:00,2026-04-25 13:35:02
BART024,W DUB,2026-04-25 13:38:00,2026-04-25 13:38:07
BART024,CVLY,2026-04-25 13:49:00,2026-04-25 13:49:05
BART024,BFAIR,2026-04-25 13:53:00,2026-04-25 13:53:23
BART024,SLEAN,2026-04-25 13:57:00,2026-04-25 13:57:42
BART024,COLIS,2026-04-25 14:01:00,2026-04-25 14:01:59
BART024,FRTVL,2026-04-25 14:05:00,2026-04-25 14:05:50
BART024,LAKEM,2026-04-25 14:09:00,2026-04-25 14:09:42
BART024,W OAK,2026-04-25 14:15:00,2026-04-25 14:15:52
BART024,EMBAR,2026-04-25 14:22:00,2026-04-25 14:22:55
BART024,MONTG,2026-04-25 14:23:00,2026-04-25 14:24:43
BART024,POWEL,2026-04-25 14:25:00,2026-04-25 14:26:49
BART024,CIVIC,2026-04-25 14:27:00,2026-04-25 14:29:12
BART024,16ST,2026-04-25 14:29:00,2026-04-25 14:31:22
BART024,24ST,2026-04-25 14:31:00,2026-04-25 14:33:20
BART024,GLNPK,2026-04-25 14:34:00,2026-04-25 14:36:53
BART024,BALPK,2026-04-25 14:36:00,2026-04-25 14:39:29
BART024,DALY,2026-04-25 14:40:00,2026-04-25 14:43:41
BART025,DUBLIN,2026-04-25 13:55:00,2026-04-25 13:54:57
BART025,W DUB,2026-04-25 13:58:00,2026-04-25 13:58:04
BART025,CVLY,2026-04-25 14:09:00,2026-04-25 14:08:54
BART025,BFAIR,2026-04-25 14:13:00,2026-04-25 14:12:47
BART025,SLEAN,2026-04-25 14:17:00,2026-04-25 14:16:39
BART025,COLIS,2026-04-25 14:21:00,2026-04-25 14:20:59
BART025,FRTVL,2026-04-25 14:25:00,2026-04-25 14:25:17
BART025,LAKEM,2026-04-25 14:29:00,2026-04-25 14:29:29
BART025,W OAK,2026-04-25 14:35:00,2026-04-25 14:35:47
BART025,EMBAR,2026-04-25 14:42:00,2026-04-25 14:42:41
BART025,MONTG,2026-04-25 14:43:00,2026-04-25 14:44:05
BART025,POWEL,2026-04-25 14:45:00,2026-04-25 14:46:59
BART025,CIVIC,2026-04-25 14:47:00,2026-04-25 14:49:57
BART025,16ST,2026-04-25 14:49:00,2026-04-25 14:51:51
BART025,24ST,2026-04-25 14:51:00,2026-04-25 14:53:54
BART025,GLNPK,2026-04-25 14:54:00,2026-04-25 14:57:04
BART025,BALPK,2026-04-25 14:56:00,2026-04-25 14:59:29
BART025,DALY,2026-04-25 15:00:00,2026-04-25 15:03:47
BART026,DUBLIN,2026-04-25 14:15:00,2026-04-25 14:15:29
BART026,W DUB,2026-04-25 14:18:00,2026-04-25 14:18:44
BART026,CVLY,2026-04-25 14:29:00,2026-04-25 14:30:01
BART026,BFAIR,2026-04-25 14:33:00,2026-04-25 14:33:52
BART026,SLEAN,2026-04-25 14:37:00,2026-04-25 14:38:10
BART026,COLIS,2026-04-25 14:41:00,2026-04-25 14:42:11
BART026,FRTVL,2026-04-25 14:45:00,2026-04-25 14:46:07
BART026,LAKEM,2026-04-25 14:49:00,2026-04-25 14:50:18
BART026,W OAK,2026-04-25 14:55:00,2026-04-25 14:56:15
BART026,EMBAR,2026-04-25 15:02:00,2026-04-25 15:03:26
BART026,MONTG,2026-04-25 15:03:00,2026-04-25 15:04:56
BART026,POWEL,2026-04-25 15:05:00,2026-04-25 15:08:00
BART026,CIVIC,2026-04-25 15:07:00,2026-04-25 15:10:59
BART026,16ST,2026-04-25 15:09:00,2026-04-25 15:13:08
BART026,24ST,2026-04-25 15:11:00,2026-04-25 15:15:21
BART026,GLNPK,2026-04-25 15:14:00,2026-04-25 15:18:59
BART026,BALPK,2026-04-25 15:16:00,2026-04-25 15:21:40
BART026,DALY,2026-04-25 15:20:00,2026-04-25 15:25:57
BART027,DUBLIN,2026-04-25 14:35:00,2026-04-25 14:34:40
BART027,W DUB,2026-04-25 14:38:00,2026-04-25 14:37:55
BART027,CVLY,2026-04-25 14:49:00,2026-04-25 14:49:10
BART027,BFAIR,2026-04-25 14:53:00,2026-04-25 14:53:05
BART027,SLEAN,2026-04-25 14:57:00,2026-04-25 14:57:23
BART027,COLIS,2026-04-25 15:01:00,2026-04-25 15:01:26
BART027,FRTVL,2026-04-25 15:05:00,2026-04-25 15:05:16
BART027,LAKEM,2026-04-25 15:09:00,2026-04-25 15:09:11
BART027,W OAK,2026-04-25 15:15:00,2026-04-25 15:15:24
BART027,EMBAR,2026-04-25 15:22:00,2026-04-25 15:22:43
BART027,MONTG,2026-04-25 15:23:00,2026-04-25 15:24:24
BART027,POWEL,2026-04-25 15:25:00,2026-04-25 15:27:36
BART027,CIVIC,2026-04-25 15:27:00,2026-04-25 15:30:23
BART027,16ST,2026-04-25 15:29:00,2026-04-25 15:32:21
BART027,24ST,2026-04-25 15:31:00,2026-04-25 15:34:16
BART027,GLNPK,2026-04-25 15:34:00,2026-04-25 15:38:08
BART027,BALPK,2026-04-25 15:36:00,2026-04-25 15:40:28
BART027,DALY,2026-04-25 15:40:00,2026-04-25 15:44:45
BART028,DUBLIN,2026-04-25 14:55:00,2026-04-25 14:54:32
BART028,W DUB,2026-04-25 14:58:00,2026-04-25 14:57:49
BART028,CVLY,2026-04-25 15:09:00,2026-04-25 15:08:54
BART028,BFAIR,2026-04-25 15:13:00,2026-04-25 15:12:51
BART028,SLEAN,2026-04-25 15:17:00,2026-04-25 15:16:47
BART028,COLIS,2026-04-25 15:21:00,2026-04-25 15:21:03
BART028,FRTVL,2026-04-25 15:25:00,2026-04-25 15:25:22
BART028,LAKEM,2026-04-25 15:29:00,2026-04-25 15:29:26
BART028,W OAK,2026-04-25 15:35:00,2026-04-25 15:35:27
BART028,EMBAR,2026-04-25 15:42:00,2026-04-25 15:42:26
BART028,MONTG,2026-04-25 15:43:00,2026-04-25 15:44:11
BART028,POWEL,2026-04-25 15:45:00,2026-04-25 15:46:24
BART028,CIVIC,2026-04-25 15:47:00,2026-04-25 15:49:02
BART028,16ST,2026-04-25 15:49:00,2026-04-25 15:51:04
BART028,24ST,2026-04-25 15:51:00,2026-04-25 15:53:04
BART028,GLNPK,2026-04-25 15:54:00,2026-04-25 15:56:44
BART028,BALPK,2026-04-25 15:56:00,2026-04-25 15:59:21
BART028,DALY,2026-04-25 16:00:00,2026-04-25 16:03:35
BART029,DUBLIN,2026-04-25 15:15:00,2026-04-25 15:14:47
BART029,W DUB,2026-04-25 15:18:00,2026-04-25 15:17:48
BART029,CVLY,2026-04-25 15:29:00,2026-04-25 15:28:58
BART029,BFAIR,2026-04-25 15:33:00,2026-04-25 15:33:04
BART029,SLEAN,2026-04-25 15:37:00,2026-04-25 15:37:06
BART029,COLIS,2026-04-25 15:41:00,2026-04-25 15:41:17
BART029,FRTVL,2026-04-25 15:45:00,2026-04-25 15:45:33
BART029,LAKEM,2026-04-25 15:49:00,2026-04-25 15:49:40
BART029,W OAK,2026-04-25 15:55:00,2026-04-25 15:55:40
BART029,EMBAR,2026-04-25 16:02:00,2026-04-25 16:03:00
BART029,MONTG,2026-04-25 16:03:00,2026-04-25 16:04:12
BART029,POWEL,2026-04-25 16:05:00,2026-04-25 16:07:01
BART029,CIVIC,2026-04-25 16:07:00,2026-04-25 16:09:48
BART029,16ST,2026-04-25 16:09:00,2026-04-25 16:12:08
BART029,24ST,2026-04-25 16:11:00,2026-04-25 16:14:06
BART029,GLNPK,2026-04-25 16:14:00,2026-04-25 16:17:15
BART029,BALPK,2026-04-25 16:16:00,2026-04-25 16:19:52
BART029,DALY,2026-04-25 16:20:00,2026-04-25 16:23:53
BART030,DUBLIN,2026-04-25 15:35:00,2026-04-25 15:35:16
BART030,W DUB,2026-04-25 15:38:00,2026-04-25 15:38:31
BART030,CVLY,2026-04-25 15:49:00,2026-04-25 15:49:31
BART030,BFAIR,2026-04-25 15:53:00,2026-04-25 15:53:34
BART030,SLEAN,2026-04-25 15:57:00,2026-04-25 15:57:43
BART030,COLIS,2026-04-25 16:01:00,2026-04-25 16:01:49
BART030,FRTVL,2026-04-25 16:05:00,2026-04-25 16:05:42
BART030,LAKEM,2026-04-25 16:09:00,2026-04-25 16:09:44
BART030,W OAK,2026-04-25 16:15:00,2026-04-25 16:16:02
BART030,EMBAR,2026-04-25 16:22:00,2026-04-25 16:23:10
BART030,MONTG,2026-04-25 16:23:00,2026-04-25 16:24:37
BART030,POWEL,2026-04-25 16:25:00,2026-04-25 16:27:28
BART030,CIVIC,2026-04-25 16:27:00,2026-04-25 16:29:46
BART030,16ST,2026-04-25 16:29:00,2026-04-25 16:31:52
BART030,24ST,2026-04-25 16:31:00,2026-04-25 16:34:11
BART030,GLNPK,2026-04-25 16:34:00,2026-04-25 16:37:58
BART030,BALPK,2026-04-25 16:36:00,2026-04-25 16:40:47
BART030,DALY,2026-04-25 16:40:00,2026-04-25 16:45:07
BART031,DUBLIN,2026-04-25 15:55:00,2026-04-25 15:55:17
BART031,W DUB,2026-04-25 15:58:00,2026-04-25 15:58:30
BART031,CVLY,2026-04-25 16:09:00,2026-04-25 16:09:41
BART031,BFAIR,2026-04-25 16:13:00,2026-04-25 16:13:37
BART031,SLEAN,2026-04-25 16:17:00,2026-04-25 16:17:38
BART031,COLIS,2026-04-25 16:21:00,2026-04-25 16:21:41
BART031,FRTVL,2026-04-25 16:25:00,2026-04-25 16:25:33
BART031,LAKEM,2026-04-25 16:29:00,2026-04-25 16:29:53
BART031,W OAK,2026-04-25 16:35:00,2026-04-25 16:36:04
BART031,EMBAR,2026-04-25 16:42:00,2026-04-25 16:43:23
BART031,MONTG,2026-04-25 16:43:00,2026-04-25 16:45:17
BART031,POWEL,2026-04-25 16:45:00,2026-04-25 16:48:14
BART031,CIVIC,2026-04-25 16:47:00,2026-04-25 16:50:53
BART031,16ST,2026-04-25 16:49:00,2026-04-25 16:53:06
BART031,24ST,2026-04-25 16:51:00,2026-04-25 16:55:24
BART031,GLNPK,2026-04-25 16:54:00,2026-04-25 16:58:54
BART031,BALPK,2026-04-25 16:56:00,2026-04-25 17:01:29
BART031,DALY,2026-04-25 17:00:00,2026-04-25 17:05:32
BART032,DUBLIN,2026-04-25 16:15:00,2026-04-25 16:14:50
BART032,W DUB,2026-04-25 16:18:00,2026-04-25 16:17:52
BART032,CVLY,2026-04-25 16:29:00,2026-04-25 16:29:04
BART032,BFAIR,2026-04-25 16:33:00,2026-04-25 16:33:03
BART032,SLEAN,2026-04-25 16:37:00,2026-04-25 16:37:10
BART032,COLIS,2026-04-25 16:41:00,2026-04-25 16:41:04
BART032,FRTVL,2026-04-25 16:45:00,2026-04-25 16:45:00
BART032,LAKEM,2026-04-25 16:49:00,2026-04-25 16:49:03
BART032,W OAK,2026-04-25 16:55:00,2026-04-25 16:55:14
BART032,EMBAR,2026-04-25 17:02:00,2026-04-25 17:02:34
BART032,MONTG,2026-04-25 17:03:00,2026-04-25 17:04:34
BART032,POWEL,2026-04-25 17:05:00,2026-04-25 17:07:13
BART032,CIVIC,2026-04-25 17:07:00,2026-04-25 17:10:13
BART032,16ST,2026-04-25 17:09:00,2026-04-25 17:12:12
BART032,24ST,2026-04-25 17:11:00,2026-04-25 17:14:14
BART032,GLNPK,2026-04-25 17:14:00,2026-04-25 17:18:02
BART032,BALPK,2026-04-25 17:16:00,2026-04-25 17:20:16
BART032,DALY,2026-04-25 17:20:00,2026-04-25 17:24:15
BART033,DUBLIN,2026-04-25 16:35:00,2026-04-25 16:34:43
BART033,W DUB,2026-04-25 16:38:00,2026-04-25 16:37:46
BART033,CVLY,2026-04-25 16:49:00,2026-04-25 16:49:01
BART033,BFAIR,2026-04-25 16:53:00,2026-04-25 16:53:09
BART033,SLEAN,2026-04-25 16:57:00,2026-04-25 16:57:18
BART033,COLIS,2026-04-25 17:01:00,2026-04-25 17:01:28
BART033,FRTVL,2026-04-25 17:05:00,2026-04-25 17:05:28
BART033,LAKEM,2026-04-25 17:09:00,2026-04-25 17:09:32
BART033,W OAK,2026-04-25 17:15:00,2026-04-25 17:15:36
BART033,EMBAR,2026-04-25 17:22:00,2026-04-25 17:22:40
BART033,MONTG,2026-04-25 17:23:00,2026-04-25 17:24:19
BART033,POWEL,2026-04-25 17:25:00,2026-04-25 17:27:10
BART033,CIVIC,2026-04-25 17:27:00,2026-04-25 17:29:50
BART033,16ST,2026-04-25 17:29:00,2026-04-25 17:32:01
BART033,24ST,2026-04-25 17:31:00,2026-04-25 17:33:53
BART033,GLNPK,2026-04-25 17:34:00,2026-04-25 17:37:23
BART033,BALPK,2026-04-25 17:36:00,2026-04-25 17:40:09
BART033,DALY,2026-04-25 17:40:00,2026-04-25 17:44:18
BART034,DUBLIN,2026-04-25 16:55:00,2026-04-25 16:54:51
BART034,W DUB,2026-04-25 16:58:00,2026-04-25 16:57:43
BART034,CVLY,2026-04-25 17:09:00,2026-04-25 17:08:59
BART034,BFAIR,2026-04-25 17:13:00,2026-04-25 17:13:19
BART034,SLEAN,2026-04-25 17:17:00,2026-04-25 17:17:33
BART034,COLIS,2026-04-25 17:21:00,2026-04-25 17:21:30
BART034,FRTVL,2026-04-25 17:25:00,2026-04-25 17:25:41
BART034,LAKEM,2026-04-25 17:29:00,2026-04-25 17:29:40
BART034,W OAK,2026-04-25 17:35:00,2026-04-25 17:35:37
BART034,EMBAR,2026-04-25 17:42:00,2026-04-25 17:42:52
BART034,MONTG,2026-04-25 17:43:00,2026-04-25 17:44:12
BART034,POWEL,2026-04-25 17:45:00,2026-04-25 17:46:19
BART034,CIVIC,2026-04-25 17:47:00,2026-04-25 17:49:01
BART034,16ST,2026-04-25 17:49:00,2026-04-25 17:51:10
BART034,24ST,2026-04-25 17:51:00,2026-04-25 17:53:27
BART034,GLNPK,2026-04-25 17:54:00,2026-04-25 17:56:58
BART034,BALPK,2026-04-25 17:56:00,2026-04-25 17:59:30
BART034,DALY,2026-04-25 18:00:00,2026-04-25 18:03:48
BART035,DUBLIN,2026-04-25 17:15:00,2026-04-25 17:15:10
BART035,W DUB,2026-04-25 17:18:00,2026-04-25 17:18:18
BART035,CVLY,2026-04-25 17:29:00,2026-04-25 17:29:14
BART035,BFAIR,2026-04-25 17:33:00,2026-04-25 17:33:26
BART035,SLEAN,2026-04-25 17:37:00,2026-04-25 17:37:38
BART035,COLIS,2026-04-25 17:41:00,2026-04-25 17:41:40
BART035,FRTVL,2026-04-25 17:45:00,2026-04-25 17:45:45
BART035,LAKEM,2026-04-25 17:49:00,2026-04-25 17:49:47
BART035,W OAK,2026-04-25 17:55:00,2026-04-25 17:55:44
BART035,EMBAR,2026-04-25 18:02:00,2026-04-25 18:02:38
BART035,MONTG,2026-04-25 18:03:00,2026-04-25 18:04:47
BART035,POWEL,2026-04-25 18:05:00,2026-04-25 18:06:58
BART035,CIVIC,2026-04-25 18:07:00,2026-04-25 18:09:54
BART035,16ST,2026-04-25 18:09:00,2026-04-25 18:11:51
BART035,24ST,2026-04-25 18:11:00,2026-04-25 18:13:46
BART035,GLNPK,2026-04-25 18:14:00,2026-04-25 18:17:46
BART035,BALPK,2026-04-25 18:16:00,2026-04-25 18:20:29
BART035,DALY,2026-04-25 18:20:00,2026-04-25 18:24:33
BART036,DUBLIN,2026-04-25 17:35:00,2026-04-25 17:34:33
BART036,W DUB,2026-04-25 17:38:00,2026-04-25 17:37:40
BART036,CVLY,2026-04-25 17:49:00,2026-04-25 17:48:37
BART036,BFAIR,2026-04-25 17:53:00,2026-04-25 17:52:56
BART036,SLEAN,2026-04-25 17:57:00,2026-04-25 17:57:13
BART036,COLIS,2026-04-25 18:01:00,2026-04-25 18:01:06
BART036,FRTVL,2026-04-25 18:05:00,2026-04-25 18:05:10
BART036,LAKEM,2026-04-25 18:09:00,2026-04-25 18:09:04
BART036,W OAK,2026-04-25 18:15:00,2026-04-25 18:15:19
BART036,EMBAR,2026-04-25 18:22:00,2026-04-25 18:22:23
BART036,MONTG,2026-04-25 18:23:00,2026-04-25 18:24:22
BART036,POWEL,2026-04-25 18:25:00,2026-04-25 18:27:22
BART036,CIVIC,2026-04-25 18:27:00,2026-04-25 18:30:05
BART036,16ST,2026-04-25 18:29:00,2026-04-25 18:32:14
BART036,24ST,2026-04-25 18:31:00,2026-04-25 18:34:30
BART036,GLNPK,2026-04-25 18:34:00,2026-04-25 18:38:26
BART036,BALPK,2026-04-25 18:36:00,2026-04-25 18:41:00
BART036,DALY,2026-04-25 18:40:00,2026-04-25 18:45:16
BART037,DUBLIN,2026-04-25 17:55:00,2026-04-25 17:55:28
BART037,W DUB,2026-04-25 17:58:00,2026-04-25 17:58:35
BART037,CVLY,2026-04-25 18:09:00,2026-04-25 18:09:39
BART037,BFAIR,2026-04-25 18:13:00,2026-04-25 18:13:57
BART037,SLEAN,2026-04-25 18:17:00,2026-04-25 18:17:52
BART037,COLIS,2026-04-25 18:21:00,2026-04-25 18:22:05
BART037,FRTVL,2026-04-25 18:25:00,2026-04-25 18:26:22
BART037,LAKEM,2026-04-25 18:29:00,2026-04-25 18:30:27
BART037,W OAK,2026-04-25 18:35:00,2026-04-25 18:36:31
BART037,EMBAR,2026-04-25 18:42:00,2026-04-25 18:43:29
BART037,MONTG,2026-04-25 18:43:00,2026-04-25 18:45:13
BART037,POWEL,2026-04-25 18:45:00,2026-04-25 18:48:24
BART037,CIVIC,2026-04-25 18:47:00,2026-04-25 18:51:10
BART037,16ST,2026-04-25 18:49:00,2026-04-25 18:53:15
BART037,24ST,2026-04-25 18:51:00,2026-04-25 18:55:25
BART037,GLNPK,2026-04-25 18:54:00,2026-04-25 18:58:45
BART037,BALPK,2026-04-25 18:56:00,2026-04-25 19:01:06
BART037,DALY,2026-04-25 19:00:00,2026-04-25 19:05:18
BART038,DUBLIN,2026-04-25 18:15:00,2026-04-25 18:14:48
BART038,W DUB,2026-04-25 18:18:00,2026-04-25 18:17:45
BART038,CVLY,2026-04-25 18:29:00,2026-04-25 18:28:43
BART038,BFAIR,2026-04-25 18:33:00,2026-04-25 18:32:43
BART038,SLEAN,2026-04-25 18:37:00,2026-04-25 18:36:43
BART038,COLIS,2026-04-25 18:41:00,2026-04-25 18:41:01
BART038,FRTVL,2026-04-25 18:45:00,2026-04-25 18:45:08
BART038,LAKEM,2026-04-25 18:49:00,2026-04-25 18:49:00
BART038,W OAK,2026-04-25 18:55:00,2026-04-25 18:54:54
BART038,EMBAR,2026-04-25 19:02:00,2026-04-25 19:01:48
BART038,MONTG,2026-04-25 19:03:00,2026-04-25 19:03:24
BART038,POWEL,2026-04-25 19:05:00,2026-04-25 19:06:00
BART038,CIVIC,2026-04-25 19:07:00,2026-04-25 19:08:40
BART038,16ST,2026-04-25 19:09:00,2026-04-25 19:10:32
BART038,24ST,2026-04-25 19:11:00,2026-04-25 19:12:35
BART038,GLNPK,2026-04-25 19:14:00,2026-04-25 19:16:03
BART038,BALPK,2026-04-25 19:16:00,2026-04-25 19:18:39
BART038,DALY,2026-04-25 19:20:00,2026-04-25 19:22:42
BART039,DUBLIN,2026-04-25 18:35:00,2026-04-25 18:34:33
BART039,W DUB,2026-04-25 18:38:00,2026-04-25 18:37:29
BART039,CVLY,2026-04-25 18:49:00,2026-04-25 18:48:45
BART039,BFAIR,2026-04-25 18:53:00,2026-04-25 18:52:48
BART039,SLEAN,2026-04-25 18:57:00,2026-04-25 18:56:50
BART039,COLIS,2026-04-25 19:01:00,2026-04-25 19:01:08
BART039,FRTVL,2026-04-25 19:05:00,2026-04-25 19:05:22
BART039,LAKEM,2026-04-25 19:09:00,2026-04-25 19:09:30
BART039,W OAK,2026-04-25 19:15:00,2026-04-25 19:15:50
BART039,EMBAR,2026-04-25 19:22:00,2026-04-25 19:23:02
BART039,MONTG,2026-04-25 19:23:00,2026-04-25 19:24:43
BART039,POWEL,2026-04-25 19:25:00,2026-04-25 19:27:30
BART039,CIVIC,2026-04-25 19:27:00,2026-04-25 19:29:57
BART039,16ST,2026-04-25 19:29:00,2026-04-25 19:31:56
BART039,24ST,2026-04-25 19:31:00,2026-04-25 19:34:10
BART039,GLNPK,2026-04-25 19:34:00,2026-04-25 19:37:54
BART039,BALPK,2026-04-25 19:36:00,2026-04-25 19:40:57
BART039,DALY,2026-04-25 19:40:00,2026-04-25 19:45:13
BART040,DUBLIN,2026-04-25 18:55:00,2026-04-25 18:54:56
BART040,W DUB,2026-04-25 18:58:00,2026-04-25 18:58:03
BART040,CVLY,2026-04-25 19:09:00,2026-04-25 19:09:16
BART040,BFAIR,2026-04-25 19:13:00,2026-04-25 19:13:29
BART040,SLEAN,2026-04-25 19:17:00,2026-04-25 19:17:36
BART040,COLIS,2026-04-25 19:21:00,2026-04-25 19:21:51
BART040,FRTVL,2026-04-25 19:25:00,2026-04-25 19:26:00
BART040,LAKEM,2026-04-25 19:29:00,2026-04-25 19:30:18
BART040,W OAK,2026-04-25 19:35:00,2026-04-25 19:36:15
BART040,EMBAR,2026-04-25 19:42:00,2026-04-25 19:43:20
BART040,MONTG,2026-04-25 19:43:00,2026-04-25 19:44:49
BART040,POWEL,2026-04-25 19:45:00,2026-04-25 19:47:38
BART040,CIVIC,2026-04-25 19:47:00,2026-04-25 19:50:07
BART040,16ST,2026-04-25 19:49:00,2026-04-25 19:52:07
BART040,24ST,2026-04-25 19:51:00,2026-04-25 19:54:18
BART040,GLNPK,2026-04-25 19:54:00,2026-04-25 19:58:09
BART040,BALPK,2026-04-25 19:56:00,2026-04-25 20:00:49
BART040,DALY,2026-04-25 20:00:00,2026-04-25 20:04:44
BART041,DUBLIN,2026-04-25 19:15:00,2026-04-25 19:15:23
BART041,W DUB,2026-04-25 19:18:00,2026-04-25 19:18:27
BART041,CVLY,2026-04-25 19:29:00,2026-04-25 19:29:46
BART041,BFAIR,2026-04-25 19:33:00,2026-04-25 19:33:40
BART041,SLEAN,2026-04-25 19:37:00,2026-04-25 19:37:49
BART041,COLIS,2026-04-25 19:41:00,2026-04-25 19:41:56
BART041,FRTVL,2026-04-25 19:45:00,2026-04-25 19:45:46
BART041,LAKEM,2026-04-25 19:49:00,2026-04-25 19:50:05
BART041,W OAK,2026-04-25 19:55:00,2026-04-25 19:56:07
BART041,EMBAR,2026-04-25 20:02:00,2026-04-25 20:03:15
BART041,MONTG,2026-04-25 20:03:00,2026-04-25 20:05:20
BART041,POWEL,2026-04-25 20:05:00,2026-04-25 20:07:30
BART041,CIVIC,2026-04-25 20:07:00,2026-04-25 20:10:22
BART041,16ST,2026-04-25 20:09:00,2026-04-25 20:12:16
BART041,24ST,2026-04-25 20:11:00,2026-04-25 20:14:33
BART041,GLNPK,2026-04-25 20:14:00,2026-04-25 20:17:57
BART041,BALPK,2026-04-25 20:16:00,2026-04-25 20:20:11
BART041,DALY,2026-04-25 20:20:00,2026-04-25 20:24:13
BART042,DUBLIN,2026-04-25 19:29:00,2026-04-25 19:28:50
BART042,W DUB,2026-04-25 19:32:00,2026-04-25 19:31:46
BART042,CVLY,2026-04-25 19:43:00,2026-04-25 19:42:50
BART042,BFAIR,2026-04-25 19:47:00,2026-04-25 19:46:50
BART042,SLEAN,2026-04-25 19:51:00,2026-04-25 19:50:50
BART042,COLIS,2026-04-25 19:55:00,2026-04-25 19:55:04
BART042,FRTVL,2026-04-25 19:59:00,2026-04-25 19:59:22
BART042,LAKEM,2026-04-25 20:03:00,2026-04-25 20:03:24
BART042,W OAK,2026-04-25 20:09:00,2026-04-25 20:09:22
BART042,EMBAR,2026-04-25 20:16:00,2026-04-25 20:16:36
BART042,MONTG,2026-04-25 20:17:00,2026-04-25 20:18:37
BART042,POWEL,2026-04-25 20:19:00,2026-04-25 20:20:55
BART042,CIVIC,2026-04-25 20:21:00,2026-04-25 20:23:16
BART042,16ST,2026-04-25 20:23:00,2026-04-25 20:25:29
BART042,24ST,2026-04-25 20:25:00,2026-04-25 20:27:36
BART042,GLNPK,2026-04-25 20:28:00,2026-04-25 20:31:12
BART042,BALPK,2026-04-25 20:30:00,2026-04-25 20:33:35
BART042,DALY,2026-04-25 20:34:00,2026-04-25 20:37:45
BART043,DUBLIN,2026-04-25 19:45:00,2026-04-25 19:44:34
BART043,W DUB,2026-04-25 19:48:00,2026-04-25 19:47:48
BART043,CVLY,2026-04-25 19:59:00,2026-04-25 19:59:08
BART043,BFAIR,2026-04-25 20:03:00,2026-04-25 20:03:18
BART043,SLEAN,2026-04-25 20:07:00,2026-04-25 20:07:09
BART043,COLIS,2026-04-25 20:11:00,2026-04-25 20:11:23
BART043,FRTVL,2026-04-25 20:15:00,2026-04-25 20:15:13
BART043,LAKEM,2026-04-25 20:19:00,2026-04-25 20:19:33
BART043,W OAK,2026-04-25 20:25:00,2026-04-25 20:25:30
BART043,EMBAR,2026-04-25 20:32:00,2026-04-25 20:32:26
BART043,MONTG,2026-04-25 20:33:00,2026-04-25 20:33:58
BART043,POWEL,2026-04-25 20:35:00,2026-04-25 20:36:31
BART043,CIVIC,2026-04-25 20:37:00,2026-04-25 20:38:51
BART043,16ST,2026-04-25 20:39:00,2026-04-25 20:40:56
BART043,24ST,2026-04-25 20:41:00,2026-04-25 20:43:07
BART043,GLNPK,2026-04-25 20:44:00,2026-04-25 20:46:33
BART043,BALPK,2026-04-25 20:46:00,2026-04-25 20:49:14
BART043,DALY,2026-04-25 20:50:00,2026-04-25 20:53:18
BART044,DUBLIN,2026-04-25 20:05:00,2026-04-25 20:05:14
BART044,W DUB,2026-04-25 20:08:00,2026-04-25 20:08:12
BART044,CVLY,2026-04-25 20:19:00,2026-04-25 20:19:26
BART044,BFAIR,2026-04-25 20:23:00,2026-04-25 20:23:27
BART044,SLEAN,2026-04-25 20:27:00,2026-04-25 20:27:22
BART044,COLIS,2026-04-25 20:31:00,2026-04-25 20:31:31
BART044,FRTVL,2026-04-25 20:35:00,2026-04-25 20:35:40
BART044,LAKEM,2026-04-25 20:39:00,2026-04-25 20:40:00
BART044,W OAK,2026-04-25 20:45:00,2026-04-25 20:46:13
BART044,EMBAR,2026-04-25 20:52:00,2026-04-25 20:53:25
BART044,MONTG,2026-04-25 20:53:00,2026-04-25 20:54:43
BART044,POWEL,2026-04-25 20:55:00,2026-04-25 20:57:37
BART044,CIVIC,2026-04-25 20:57:00,2026-04-25 21:00:22
BART044,16ST,2026-04-25 20:59:00,2026-04-25 21:02:12
BART044,24ST,2026-04-25 21:01:00,2026-04-25 21:04:31
BART044,GLNPK,2026-04-25 21:04:00,2026-04-25 21:08:03
